year,asylum region,origin region,refugees
1999,Middle Africa,Middle Africa,282057
1999,Middle Africa,Western Africa,318
1999,Middle Africa,Northern Africa,126819
1999,Southern Europe,Southern Europe,628204
1999,Southern Europe,Western Asia,4886
1999,Western Asia,Eastern Africa,63435
1999,Western Asia,Southern Asia,28711
1999,Western Asia,Western Asia,603854
1999,Western Asia,Northern Africa,1375
1999,South America,Middle Africa,1569
1999,South America,Southern Europe,310
1999,South America,Western Asia,176
1999,South America,Southern Asia,296
1999,South America,Eastern Europe,182
1999,South America,South America,1270
1999,South America,Caribbean,819
1999,South America,Northern Africa,68
1999,South America,Eastern Africa,48
1999,South America,Western Africa,507
1999,South America,Central Asia,81
1999,South America,South-eastern Asia,1396
1999,South America,Northern Europe,10
1999,South America,Central America,121
1999,Australia and New Zealand,Southern Asia,9353
1999,Australia and New Zealand,Middle Africa,33
1999,Australia and New Zealand,Southern Europe,26584
1999,Australia and New Zealand,Western Asia,13169
1999,Australia and New Zealand,Australia and New Zealand,1
1999,Australia and New Zealand,Western Europe,58
1999,Australia and New Zealand,Eastern Africa,5517
1999,Australia and New Zealand,Eastern Europe,1271
1999,Australia and New Zealand,South America,504
1999,Australia and New Zealand,Eastern Asia,611
1999,Australia and New Zealand,Caribbean,1
1999,Australia and New Zealand,Northern Africa,3020
1999,Australia and New Zealand,Northern Europe,9
1999,Australia and New Zealand,Melanesia,20
1999,Australia and New Zealand,Western Africa,100
1999,Australia and New Zealand,Central America,434
1999,Australia and New Zealand,South-eastern Asia,6086
1999,Australia and New Zealand,Central Asia,30
1999,Australia and New Zealand,Polynesia,3
1999,Australia and New Zealand,Northern America,1
1999,Australia and New Zealand,Southern Africa,1
1999,Western Europe,Southern Asia,64977
1999,Western Europe,Middle Africa,15404
1999,Western Europe,Southern Europe,175925
1999,Western Europe,Western Asia,57007
1999,Western Europe,Eastern Africa,32345
1999,Western Europe,Eastern Europe,9072
1999,Western Europe,South America,1948
1999,Western Europe,Eastern Asia,3898
1999,Western Europe,Western Africa,7201
1999,Western Europe,Caribbean,1782
1999,Western Europe,Northern Africa,5075
1999,Western Europe,South-eastern Asia,52362
1999,Western Europe,Central Asia,178
1999,Western Asia,Central Asia,33228
1999,Eastern Africa,Middle Africa,361243
1999,Eastern Africa,Eastern Africa,915029
1999,Eastern Africa,Western Africa,90
1999,Western Europe,Central America,51
1999,Western Europe,Northern Europe,106
1999,Western Europe,Southern Africa,61
1999,Western Africa,Middle Africa,6008
1999,Western Africa,Eastern Africa,2598
1999,Western Africa,Western Africa,824636
1999,Western Africa,Northern Africa,272
1999,Western Africa,Southern Asia,42
1999,Western Africa,South-eastern Asia,113
1999,Southern Asia,Southern Asia,2714890
1999,Southern Asia,South-eastern Asia,22843
1999,Southern Asia,Western Africa,11
1999,Southern Asia,Eastern Africa,1075
1999,Eastern Europe,Southern Asia,4364
1999,Eastern Europe,Middle Africa,386
1999,Eastern Europe,Northern Africa,184
1999,Eastern Europe,Eastern Africa,928
1999,Eastern Europe,Western Asia,42690
1999,Eastern Europe,Western Africa,137
1999,Eastern Europe,Southern Europe,3389
1999,Eastern Europe,Central Asia,35669
1999,Caribbean,Caribbean,741
1999,Caribbean,Western Africa,16
1999,Central America,Central America,50031
1999,South America,Southern Africa,3
1999,Southern Africa,Middle Africa,16498
1999,Southern Africa,Eastern Africa,6501
1999,Southern Africa,Southern Africa,690
1999,Southern Africa,Northern Africa,8
1999,Southern Africa,Western Africa,20
1999,Northern America,Southern Asia,55769
1999,Northern America,Middle Africa,6828
1999,Northern America,Southern Europe,147205
1999,Northern America,South America,6446
1999,Northern America,Western Asia,34733
1999,Northern America,Caribbean,26486
1999,Northern America,Western Europe,1475
1999,Northern America,Eastern Africa,48496
1999,Northern America,Western Africa,18309
1999,Northern America,Eastern Europe,26911
1999,Northern America,Northern America,34
1999,Northern America,Southern Africa,111
1999,Northern America,Eastern Asia,8957
1999,Northern America,Central America,11908
1999,Northern America,Northern Europe,816
1999,Northern America,Northern Africa,17078
1999,Northern America,Melanesia,309
1999,Northern America,South-eastern Asia,91132
1999,Northern America,Central Asia,2919
1999,Western Europe,Western Europe,3
1999,Eastern Asia,Southern Asia,43
1999,Eastern Asia,Eastern Africa,63
1999,Eastern Asia,Middle Africa,5
1999,Eastern Asia,Northern Africa,11
1999,Eastern Asia,South-eastern Asia,298357
1999,Western Africa,Western Asia,26
1999,South America,Eastern Asia,6
1999,Central America,South America,949
1999,Central America,Caribbean,1000
1999,Caribbean,Southern Asia,16
1999,Caribbean,Eastern Africa,14
1999,Caribbean,South America,13
1999,Caribbean,Middle Africa,4
1999,Caribbean,Northern Africa,902
1999,Caribbean,Central America,9
1999,Caribbean,Western Asia,9
1999,Caribbean,Southern Africa,1
1999,Western Asia,Southern Europe,996
1999,Western Asia,Western Africa,129
1999,Eastern Europe,Eastern Europe,3399
1999,Eastern Europe,Caribbean,22
1999,Eastern Europe,South-eastern Asia,110
1999,Eastern Africa,Western Asia,74
1999,Eastern Africa,Northern Africa,335951
1999,Northern Europe,Southern Asia,45465
1999,Northern Europe,Middle Africa,2127
1999,Northern Europe,Southern Europe,153683
1999,Northern Europe,Western Asia,64898
1999,Northern Europe,Eastern Africa,56148
1999,Northern Europe,Western Africa,2139
1999,Northern Europe,Eastern Europe,5509
1999,Northern Europe,Central America,1096
1999,Northern Europe,South America,3699
1999,Northern Europe,Eastern Asia,1194
1999,Northern Europe,Caribbean,687
1999,Northern Europe,Northern Africa,4603
1999,Northern Europe,Northern Europe,175
1999,Northern Europe,Western Europe,9
1999,Northern Europe,South-eastern Asia,7179
1999,Northern Europe,Central Asia,194
1999,Northern Europe,Southern Africa,63
1999,Northern Europe,Northern America,20
1999,Caribbean,Eastern Asia,1
1999,Caribbean,Eastern Europe,3
1999,Northern Africa,Northern Africa,167650
1999,Northern Africa,Western Africa,293
1999,Northern Africa,Southern Asia,78
1999,Northern Africa,Eastern Africa,383221
1999,Northern Africa,Middle Africa,4732
1999,Northern Africa,Western Asia,8665
1999,Southern Europe,Southern Asia,1061
1999,Southern Europe,Middle Africa,914
1999,Southern Europe,South America,862
1999,Southern Europe,Eastern Africa,1147
1999,Southern Europe,Eastern Europe,504
1999,Southern Europe,Eastern Asia,28
1999,Southern Europe,Western Africa,412
1999,Southern Europe,Caribbean,750
1999,Southern Europe,Northern Africa,1027
1999,Southern Europe,Central America,3
1999,Southern Europe,Central Asia,13
1999,Southern Europe,South-eastern Asia,80
1999,Eastern Africa,Eastern Europe,2
1999,Eastern Africa,Southern Asia,33
1999,Eastern Africa,Southern Africa,4
1999,Middle Africa,South-eastern Asia,4
1999,Western Asia,Eastern Europe,5190
1999,Western Africa,Eastern Asia,3
1999,Western Africa,Eastern Europe,2
1999,Central America,Middle Africa,40
1999,Central America,Eastern Asia,6
1999,Central America,Western Africa,44
1999,Central America,Northern Africa,3
1999,Eastern Asia,Western Africa,1
1999,Eastern Europe,Eastern Asia,2
1999,South-eastern Asia,Southern Asia,237
1999,South-eastern Asia,Middle Africa,7
1999,South-eastern Asia,Northern Africa,8
1999,South-eastern Asia,Eastern Africa,91
1999,South-eastern Asia,Western Asia,74
1999,South-eastern Asia,Eastern Europe,1
1999,South-eastern Asia,South-eastern Asia,327849
1999,Southern Asia,Eastern Asia,118355
1999,Southern Asia,Middle Africa,1
1999,Southern Asia,Western Asia,510618
1999,Southern Asia,Northern Africa,97
1999,Southern Asia,Southern Europe,10
1999,Western Asia,Middle Africa,6
1999,Western Asia,South America,1
1999,Southern Europe,Melanesia,2
1999,Southern Europe,Southern Africa,1
1999,Eastern Asia,Eastern Asia,2
1999,Eastern Asia,Western Asia,7
1999,Central Asia,Southern Asia,10000
1999,Central Asia,Western Asia,74
1999,Central Asia,Eastern Asia,23
1999,Central Asia,Northern Africa,4
1999,Central Asia,Eastern Europe,7055
1999,Central Asia,Eastern Africa,5
1999,Central Asia,Western Africa,4
1999,Central Asia,Central Asia,32498
1999,South-eastern Asia,Eastern Asia,42
1999,Central America,Southern Asia,36
1999,Central America,Southern Europe,18
1999,Central America,Western Asia,28
1999,Central America,Eastern Africa,28
1999,Central America,Eastern Europe,30
1999,Central America,Central Asia,1
1999,Southern Europe,Northern Europe,4
1999,South-eastern Asia,Western Africa,4
1999,South-eastern Asia,Southern Europe,4
1999,Western Europe,Melanesia,40
1999,Western Europe,Polynesia,3
1999,Western Europe,Northern America,5
1999,Central America,South-eastern Asia,3
1999,Melanesia,South-eastern Asia,6664
1999,Melanesia,Western Asia,1
1999,Melanesia,Eastern Africa,1
1999,South America,Western Europe,1
1999,Eastern Europe,Northern Europe,855
1999,Southern Africa,Southern Asia,15
1999,Southern Africa,Eastern Europe,4
1999,Middle Africa,Southern Asia,5
1999,Northern Africa,Eastern Europe,6
1999,Northern Africa,Southern Europe,5
1999,Western Asia,Eastern Asia,1
1999,Northern America,Australia and New Zealand,2
1999,Northern America,Micronesia,3
1999,Western Asia,South-eastern Asia,19
1999,Eastern Africa,Southern Europe,79
2000,Middle Africa,Eastern Africa,87762
2000,Middle Africa,Middle Africa,388174
2000,Middle Africa,Northern Africa,126507
2000,Middle Africa,Western Asia,1
2000,Middle Africa,Western Africa,162
2000,Southern Europe,Western Asia,5575
2000,Southern Europe,Northern Africa,1160
2000,Southern Europe,Southern Europe,560322
2000,Western Asia,Southern Asia,26007
2000,Western Asia,Eastern Africa,62446
2000,Western Asia,Western Asia,401252
2000,Western Asia,Northern Africa,974
2000,South America,Middle Africa,1803
2000,South America,Southern Europe,303
2000,South America,Western Asia,213
2000,South America,Southern Asia,340
2000,South America,Eastern Europe,171
2000,South America,South America,2502
2000,South America,Caribbean,830
2000,South America,Northern Africa,87
2000,South America,Eastern Africa,66
2000,South America,Western Africa,595
2000,South America,Central Asia,85
2000,South America,South-eastern Asia,1394
2000,South America,Northern Europe,12
2000,South America,Central America,126
2000,Australia and New Zealand,Southern Asia,10631
2000,Australia and New Zealand,Middle Africa,61
2000,Australia and New Zealand,Southern Europe,23721
2000,Australia and New Zealand,Western Asia,13203
2000,Australia and New Zealand,Australia and New Zealand,1
2000,Australia and New Zealand,Western Europe,53
2000,Australia and New Zealand,Eastern Africa,5246
2000,Australia and New Zealand,Eastern Europe,775
2000,Australia and New Zealand,South America,523
2000,Australia and New Zealand,Northern America,3
2000,Australia and New Zealand,Eastern Asia,517
2000,Australia and New Zealand,Northern Africa,3546
2000,Australia and New Zealand,Northern Europe,8
2000,Australia and New Zealand,Melanesia,18
2000,Australia and New Zealand,Western Africa,160
2000,Australia and New Zealand,Central America,247
2000,Australia and New Zealand,South-eastern Asia,4028
2000,Australia and New Zealand,Central Asia,34
2000,Australia and New Zealand,Polynesia,4
2000,Australia and New Zealand,Southern Africa,2
2000,Western Europe,Southern Asia,74629
2000,Western Europe,Middle Africa,16613
2000,Western Europe,Southern Europe,93705
2000,Western Europe,Western Asia,57704
2000,Western Europe,Western Europe,4
2000,Western Europe,Eastern Africa,34762
2000,Western Europe,Eastern Europe,7566
2000,Western Europe,South America,1725
2000,Western Europe,Eastern Asia,4135
2000,Western Europe,Western Africa,7867
2000,Western Europe,Caribbean,1596
2000,Western Europe,Northern Africa,5773
2000,Western Europe,South-eastern Asia,47514
2000,Western Europe,Central Asia,237
2000,Western Asia,Eastern Europe,7744
2000,Eastern Africa,Middle Africa,419420
2000,Eastern Africa,Eastern Africa,900028
2000,Eastern Africa,Western Africa,28
2000,Western Europe,Central America,27
2000,Western Europe,Northern Europe,83
2000,Western Europe,Southern Africa,43
2000,Western Africa,Middle Africa,6885
2000,Western Africa,Eastern Africa,2704
2000,Western Africa,Western Africa,699583
2000,Western Africa,Caribbean,1
2000,Western Africa,Northern Africa,203
2000,Western Africa,Western Asia,32
2000,Western Africa,Southern Asia,34
2000,Western Africa,South-eastern Asia,113
2000,Southern Asia,Southern Asia,3669062
2000,Southern Asia,South-eastern Asia,22360
2000,Southern Asia,Western Africa,13
2000,Southern Asia,Eastern Africa,576
2000,Eastern Europe,Southern Asia,5126
2000,Eastern Europe,Middle Africa,462
2000,Eastern Europe,Southern Europe,3526
2000,Eastern Europe,Eastern Africa,1039
2000,Eastern Europe,Northern Africa,218
2000,Eastern Europe,Western Asia,22395
2000,Eastern Europe,Western Africa,192
2000,Caribbean,Caribbean,631
2000,Caribbean,Western Africa,16
2000,Southern Europe,Southern Asia,1381
2000,Eastern Europe,Central Asia,4859
2000,Central America,Central America,24347
2000,Central America,Northern Africa,8
2000,South America,Eastern Asia,11
2000,South America,Southern Africa,6
2000,Southern Africa,Middle Africa,37223
2000,Southern Africa,Eastern Africa,6709
2000,Southern Africa,Southern Africa,2295
2000,Southern Africa,Northern Africa,80
2000,Southern Africa,Western Africa,169
2000,Northern America,Southern Asia,66648
2000,Northern America,Middle Africa,9091
2000,Northern America,Southern Europe,158691
2000,Northern America,Western Asia,34862
2000,Northern America,South America,8494
2000,Northern America,Western Europe,1329
2000,Northern America,Eastern Africa,57661
2000,Northern America,Western Africa,23234
2000,Northern America,Eastern Europe,39542
2000,Northern America,Northern America,169
2000,Northern America,Caribbean,22291
2000,Northern America,Southern Africa,101
2000,Northern America,Eastern Asia,13112
2000,Northern America,Central America,10327
2000,Northern America,Northern Europe,876
2000,Northern America,Northern Africa,20724
2000,Northern America,Melanesia,383
2000,Northern America,South-eastern Asia,59864
2000,Northern America,Central Asia,4191
2000,Eastern Asia,Southern Asia,74
2000,Eastern Asia,Eastern Africa,52
2000,Eastern Asia,Middle Africa,3
2000,Eastern Asia,Western Asia,8
2000,Eastern Asia,Northern Africa,17
2000,Eastern Asia,South-eastern Asia,298629
2000,Central America,South America,1610
2000,Central America,Caribbean,1115
2000,Caribbean,Southern Asia,38
2000,Caribbean,Eastern Africa,36
2000,Caribbean,South America,11
2000,Caribbean,Middle Africa,6
2000,Caribbean,Northern Africa,832
2000,Caribbean,Central America,9
2000,Caribbean,Western Asia,19
2000,Western Asia,Southern Europe,961
2000,Western Asia,Western Africa,160
2000,Eastern Europe,Eastern Europe,2296
2000,Eastern Europe,Caribbean,22
2000,Eastern Europe,South-eastern Asia,94
2000,Eastern Africa,Western Asia,78
2000,Eastern Africa,Northern Africa,340251
2000,Northern Europe,Southern Asia,52947
2000,Northern Europe,Middle Africa,5011
2000,Northern Europe,Southern Europe,158106
2000,Northern Europe,Western Asia,79068
2000,Northern Europe,Eastern Africa,66826
2000,Northern Europe,Western Africa,6594
2000,Northern Europe,Eastern Europe,5550
2000,Northern Europe,Central America,782
2000,Northern Europe,South America,3737
